COMMUNITY,GENDER,P1_SCORE,P2_SCORE,P3_SCORE,TOTAL,REGNO,APPLICATION_NO
MBC/DC,Female,132,113.75,103,348.75,5244BFB597AEBB26AFA7D95783523CD5,41BCBB15C71F27828587EF41D2084979
SC,Female,145.75,110.25,107,363,F67BAFB7D508C7117D70C764B797625B,625B8D99E874028D4475D19B77FF7804
MBC/DC,Male,94.5,89.5,84.25,268.25,6CAD825DD51703BCC1813A827416AAC9,D30C7B05AC16740A59F9B091966D3027
MBC/DC,Female,147.5,111.75,112.5,371.75,2C3547DE6A498A53353EE2C898CB97E9,E3009CC5CA567973BAFD0D4BF2B441EF
BC,MALE,106,,,106,61BBE45C90DBA1312FB2BCA04C2EF5AC,40E3FC372C131E060C85F81CE4368C83
MBC/DC,Male,159,129.25,115.75,404,7375336C9FADCC88CF955606810A6B2A,808E102B8570AAEEA5ED00E9AF1C7B35
BC,Male,142.5,111.25,135.75,389.5,1BDC04C0D7794AD0020859874545304B,E7D7D73C7B831C97A93F2C817B12C72C
BC,Male,132.25,98,106.25,336.5,EAF7DA7F1396E23237637FB8E6689F40,25DBDB159749499DDF0200291CBC1553
MBC/DC,Male,84.5,56.5,48.5,189.5,D9E213C1BC191EAA4BB03B90E2E95289,526BE8FB4A3953DAA4E3F7C382C48F69
BC,MALE,74.75,81.5,90.25,246.5,F6F0B5BB8666081A425A448F97FB9016,CD3EE62AAFD05B0412297DB208BE6831
BC,Female,126.5,117,101.75,345.25,95DFD46E8FB3CB6B518774737EE76356,EFE6F5D02F4C83704440C7C93811C8FF
MBC/DC,Male,119.25,89.75,72.75,281.75,3894F657A63A7BD1B8ACA679E1760833,B839F5C9F87D4A6247A45806FFE6F46E
MBC/DC,FEMALE,133.75,134.5,110.5,378.75,43A6B234EB07AAA6BC330D485AA11856,0C838162D961D470AA5503128E6D5E91
BC,FEMALE,148,102,93.5,343.5,91371163DEF5E79CDBDC347088ADB439,5B10E97267CFF295C07B9D07BC1BBDB0
MBC/DC,Female,101,122.25,117.25,340.5,6C8A89216EF4B80FCD9EC8E44590373D,A7AE7439051BC2E92A1717F6346149AE
BC,Male,128.5,105,112.75,346.25,2DD8C2CFF4A5006D45D6083CA7F640F1,2C5CA07306911B82BAE960AB88089ACB
MBC/DC,Male,138.5,123.75,116,378.25,E5F1567A8E2717BDF77BB6752352BA74,1A7CB56A368B238A7C0FB8BA5DEC6FDA
MBC/DC,Female,147.5,104,110.75,362.25,B2DA78F98EFA5FF47EE390D7BAB72588,1674DE2404F571900762F729040B51FA
MBC/DC,Female,125,97.75,111.5,334.25,9B5342AA86F222AE715DA0C903C596A9,971267FBCEB81536EAB689A00987F3A0
SC,Male,127.75,109.75,95,332.5,0F71D8AB53D0D394714E3638D99AD2A9,7F711AC985B4861B357BC740D759A03C
SC,Male,126,106,115.25,347.25,8BE8D92F34D02D9877DFD08C8172F30C,EAC46A8907C3A88DA58CC453FDC2AD62
BC,Female,128.5,92.75,82.75,304,FB657CC6FBFA5E192E9FFCF5C9AEBFF7,1D84492D850980C45D5357E7B6104640
SC,Male,102.75,81.5,79.5,263.75,C288127E8DA23FE58128417E4C6E64BC,2195D4AF4C3D6A73B5E61C5BC97A899A
MBC/DC,Male,136.25,89.25,102,327.5,C3746381D661FA9193B9BED37196F7E2,2FB81842E67B3B380D2BAE814E9941A7
BC,Female,70,63.25,61.5,194.75,E8769F6506876C332CF88AB6A377E501,1E1A9BF9561E2D1452F30E226BA44DA3
BC,Female,84.25,69,71.75,225,88B1582B11A86B24D4F214DBDCD0E62C,054380CC495A5E9ADD008E72B6AB52FE
MBC/DC,Male,127.75,88.75,105.5,322,BFA67F8131F5D00765B10F3819A9FDA3,15F296E0FE470DB0F3AA1A6B2388B49E
BC,Female,168,131.5,128.75,428.25,C71539E124C4D043E77134B0A522A149,92348443F8FC604444106C873620DD11
BC,Male,137.5,121.25,119.25,378,3B98F38CE96706C784482C8605ABF9EA,D6499B21C678B321342F3869FAFB5C40
SCA,Female,104.5,99.75,100.25,304.5,742ADA5A284A00D170BD8FA8979E0575,E0852131C46E21BBB6CFA9197DCE1F8D
BCM,Female,153,137.5,124,414.5,33C4924BEF9BCDFD11B8D9E2D5BC7CE4,A31893A35D25A8D8C609F0926D970AB6
MBC/DC,Female,112.25,99.5,104,315.75,292EBB7726F32467C128C61656EDB445,561E9C22D73DB6D15F2A6770298EC79A
BC,MALE,99,95.5,101.75,296.25,7C7BA7C1EB605AB47F74F1C53845D099,E789B0523580A87830A60E995DAFCEF5
SC,Male,97.5,71.75,103.5,272.75,A1774548875DF905E77763DE2991FA71,9E2FFA9A1EAC8EDA4E547B45B6815266
BC,Female,95.5,90,90.25,275.75,2F26852B9C5600087AFA8C7A8292F168,D4611EDFA37FAE3551211BE8D9673457
SCA,FEMALE,80.25,80,85,245.25,80874F3B3C1CF89111DCFF9481542926,B3997A7C5F2A37692080474A9224EB88
BC,Male,106,114.5,124.5,345,322B54ADA958E02475A618513CD968B8,FC5FE7459C98FD511C02A794F8986789
BC,Female,138.25,106.75,106.25,351.25,CA27599A242EB4E627794975DA3D57AF,662399893599D6699FB4647BB70B1CC7
SC,Female,144.5,111.75,108.25,364.5,2B0F1AACA7470B3F1E603331CE2B8FFF,914D1AE9D169FC7C055C356578AA5E5F
MBC/DC,Female,98.75,101,107.5,307.25,92C93ABE1A3A5B4F11C13BE62EFF49EC,64351011907D2C86F9445F217143D3AF
BC,Female,133.5,110,143,386.5,175564C724D8FE8BFE69390672C7A9B5,F036B7F742442916ECCB2B20AEE593A6
BC,Female,129,96.25,111.75,337,0B30FE665207488447573E0131EC2E5B,F9BEE217ED0311ACAB4B44D1126D258E
BC,Female,134,109.25,121.5,364.75,320C02EE12119CBA10442282D283939E,76C0F5E1E2530FAB004CA57481F68BFF
BC,Male,117.5,111.25,122.5,351.25,403C8B5CF8A3EE18189E21C703C6D788,0F1A5CD520C360E8E81216A527550EF5
SCA,Male,80.25,79.5,72.75,232.5,7B137A5B29FF07613E6DE4312F3409D3,BD731C81D06215FEEA21ABCEE137DF7B
SC,FEMALE,144.75,123.75,111.25,379.75,5AEBB4C970967FB5E300FE30FF9E365C,6DDC90588FC718F7DE766EE4A1DFB269
SC,Male,122.25,116.5,105.5,344.25,332F8BE2A576DBE22F8A6383FAEE5C11,FFFEFF36F0E9B3128A20FE1EEB9D5A73
BC,Male,144,118.25,117.25,379.5,ADEEE768A2E39118DA7A88828CFD784A,5D02338D21A611BCA6ADD8EC3296D8BB
BC,Female,89.5,86,79.5,255,FF954AD2857C7CE9F86A1F638686EE44,E1FD022A92C97E123130B93D495BCE79
SCA,Male,97,98.75,94.5,290.25,4BB0D92E3180C9FC245F794AFD80E8B3,9B64CED501136E8ACF65DC870DFF3E82
BC,Female,131,111.5,128.75,371.25,64FD33C5AC8AED6C1C4A5DF2B3DBD675,26E1BD92E088BD8484DC3567A70D6CA3
SC,Male,81,59.5,67.25,207.75,292EDC8CC7DEFF43EBFE7614CB03330A,EB47B2CFA35F4A6A6D57E376F0CA251F
MBC/DC,Female,139.25,134.75,126,400,25AB4D1C31DD1858B5DA3444DF376E63,4EE7FA47A9AB13BF1C2D1711BF66E57C
MBC/DC,Female,124.5,134.75,117.25,376.5,7997E1A07B7E95C576A89DB030C8151C,B1F8BB2428BFF1CF9541A0213FAA7DBE
BC,Male,142.25,121,112,375.25,B57523F40846817305FBF30B42704912,3674466113E96392758B757980A1B751
BC,Male,124.5,119,106.5,350,0FF0B9C4AC326A5106220389C96BD406,9479185254AFBE6781676EA7F8E35135
BC,MALE,121,133.5,125.75,380.25,0F312FE04A7E6C85CE6F24A3BC4A407C,5917D716BFAF63B9227E9ED1F838812D
BC,Male,142.25,124.75,110.25,377.25,643754728BA6E7620944083B29E33E07,C61C7C0070932803F6548D92B0323A3D
BC,FEMALE,149.75,133,112.75,395.5,3552818E09B8479904B688361AABAC3D,0CDB0EF36EC6C59DB42F0A941A8DCD30
BC,Female,119.75,112,111.75,343.5,BBAAB91841483DC141EE19130D671206,00860BEC9B922EC7F687C6A4AB059015
BC,MALE,97.75,93.25,98.25,289.25,C1BEFD2EA47003B3B9D17FA5F01ED88D,EF3B68E6C13EDC80A2AA4ABE88859F18
BC,Female,85,87.25,73.25,245.5,0AEDBD8DCC21BBB26991BF06ED27215F,1E2AD8C8606A7F58D3178EEC6FF8E7B5
BCM,MALE,131.25,122.75,114.25,368.25,0560EF20EBAE075ED0D2F1D98949B76D,DDB48D04AC872E3D29CD862FC703443B
SC,Female,103,95.75,104,302.75,06C454A2B9CAC14FBA90112976A7D862,B99A433D414AE33E27F2F410FD2460B1
BC,Female,141,130.5,119.25,390.75,87959F93696E9521B47DF6422E1CAC64,B811B6C787128FF2AD2E53DE9900A1AA
BC,Female,133.75,143.5,133.5,410.75,2024D36BB31FF7C46907083C8A9DB17B,81C5296456F8786B1897B447DD25885F
BC,Female,127.25,130.75,128.75,386.75,9F24BF07322A96A999EE6931C8194521,4D0DDAB58F342E324677BCC186FD17D9
SCA,Male,85.5,76.75,90.25,252.5,20B9726B109A10F4F1189D2D23DBA066,4456BFD6DC8F31CF4F9B30D2BC3A45F6
SC,MALE,118.5,71.25,92.25,282,DA2827BF76301D8A612455CEFF630492,20A59D821195C647DEC6AF73073B355B
MBC/DC,Male,95.75,94,76.75,266.5,1BF3EE3B6AEBEDEBF688190B982ABE39,628FFDFEDD76D42339F118BE5E041DF9
SC,Male,39.75,61.5,51.5,152.75,AD4D3A6243A258074A3EA44DDA239ABD,DED38D665D311FCA8BEFF5A96CBB5598
MBC/DC,FEMALE,143.5,133,138.25,414.75,0DFCEF2A589DFF493664D121DF4CC629,1B013C64A98B5CB781FEEBC4218D2D88
MBC/DC,Male,108,107.25,101.5,316.75,BB83FEB98FC53E94CA9D64F29D4D69BC,6E85155F50711100AF39C549736EE05B
SC,Female,104.75,115,98.5,318.25,6C475F0311F876133CF4CFB3BD7EA6CB,ACD58D9474F6B168978E83DA10818E4F
BC,Female,146,143,136.75,425.75,C3A2A4A896F9CE030F52EF857828C14D,4CC688ED45B41ED4BB726FABBCED07A8
BC,Male,95.75,73.25,90.5,259.5,9CA535842C7297255945BD30D69D08D1,F37ED3786BAFD56B9D81D6B904401842
SC,Female,127.75,115.75,130.75,374.25,E89364F31DCFA8884CE771416FA15C42,E0DF9A0BF06604337615E7F54C8A985E
OTHERS,Female,108,102.75,72,282.75,98F2CEA491D74166423420643AA1625A,ABE12C25E038C32CF27DAE492FF1A7A8
MBC/DC,Female,134.25,105.5,108.25,348,4C59F936A530662998715B73FB0A9BCD,E5B3472BC6331CE366F1E5F7B0EEEED3
BCM,Female,111,92.25,101.5,304.75,D49EA696A36960CFE9EC298C910088F4,6EB1BF15F1030EA8B8108856079D6C03
BC,Female,154.75,123.25,133.25,411.25,308D1E98ADB1609AD2324952D929AA93,79B595FD7E481784316EB4B35AF03AB2
BC,Male,90.25,76.5,82.25,249,C4AE6C5B7033090ABB68C69CB5BBDC89,9C3849AA16DA9DF644B7002411AAD1D2
BC,FEMALE,87.5,94.25,96.25,278,36465B632DF4767DCF16A7ED6210ED60,0BF454BEA946AD8274A8D12410968385
BC,Male,138.5,115.75,123,377.25,9A955F416C0C9C55EDBBD459887A2ACF,8F76760B47212DC0FCF062BC44F9A980
MBC/DC,Male,101,71.75,73,245.75,A86A8CDD60CFBF64B772CAFCBEFAA505,631577634FA88B542A24113B34745630
MBC/DC,Male,118.25,88,95,301.25,FEE7B76EF269BBCAFBBE5656C20EE21E,BCFA205792D377BE4860CF67FB0A1165
SC,Female,88.75,93.75,79,261.5,30D29BFAEFE22929ACC6A37D80E9E43E,AE6D6BF2D798BE6319947B4A56035420
BC,Female,98.5,95.75,121.25,315.5,E1C791121FF91F8B8B6A39B1A602A44A,CF3E7B47AD0B77C9D92599322A543D56
BC,Female,137.75,108.25,119.25,365.25,762D9D12B205889143DDEF2CCFA0DAE1,47D392B92790793C87537E003767D928
BCM,Female,130.25,105,94,329.25,50D5EDDD6E5519B45C8F7EBD977BCBD8,7BF34CFDEFC98DB99F15EE4060DAC0E0
BC,Female,121.5,107.75,102.5,331.75,82C02ADD8874D75987B96DA80101832E,F2DDA3A8F0B5165268DB4B824B6FF91B
BC,Female,115,113.75,126,354.75,963E08CA8CC7B5A7D9B16700D8A35543,7789AA0C6886B46CC345AB1B71D87BFB
SC,Male,88,78.5,78.25,244.75,9E2AA49B2B2F56ADA327597D13862B0C,DEBDB48FE64FB69B26784F2A7F1EE6FC
BCM,Female,149.25,104.75,122.25,376.25,11BF4C059BD1FE12D03D285917019408,86CB4F124CBA237EF7D3738D9012EAD0
BC,Male,116.25,85.75,101.25,303.25,870D3B3EC67E0569127BA52B32A74F9B,07EC6A5F3845B9ED5B3E86C5071E95A7
BC,Male,112.75,64.5,77.75,255,24D15B582E69E9DED2B4D47B5211FAE5,905A0701A53D6EE81F0448DAA98288FC
SC,Female,128,113.5,102.25,343.75,D4F3A92A1D4948C135F2A99C58CE8E1B,B12A5982CFCAE600A9A0B3EB1EC5226D
BC,MALE,100,82,74.75,256.75,7B20C5C744BD37EE6D6A4EBD0E66BA52,68BBB787F0E1BED8A52AB6D619811017
BC,MALE,100.25,121.5,122.5,344.25,D7D560A5E7E9B30365CD460ED15FD539,B8981C27B20BB5B8D04EFBAB7CF0AFFD
BC,Female,150,119.5,103.75,373.25,D85701D1B12887F0ACF604E56E82F7B9,62B540D19720466741F058F8A59BE17E
BC,Male,122.25,105.25,98,325.5,6E625BB80F8FB6895D7CF1A1D7CCE994,3410F5F04EBDB6778495BF2115C577B9
BC,Male,90.25,69.25,90.25,249.75,D9583779415F0E295F1D33685FFE555B,DE9D2279814A457E641A0628FCC7A275
MBC/DC,Male,97.5,95,100.5,293,7139552F72F794DC4E119F61A2B41AC6,3929DC154AD194F1727AB72D1035B2EE
ST,Female,82.75,91,112.25,286,11FF42C1D7A3DFB64AF9FAFCBF39C904,8C7A182D239807CED02B70C1D09F32AD
BCM,MALE,126,102.75,100,328.75,B8565109015EDE5F7F84F78DFE823226,78968B0FE55E83DF25859F9FC33C1C44
SCA,Male,140.5,133,113.75,387.25,727E46ADC6CCBF92659EA34CB0AD7038,CC97DA7E22C5F902DACB0059679EE2F4
BCM,Female,151.75,122,102.25,376,300C133D2B8EB034F0114DB914EF5D7E,2D9F1EC00323FB0A14A483453D1CA432
MBC/DC,Female,140.25,136.25,112.25,388.75,95F89C674BB41265CAE50B6D043C7D89,FF22089A261EB61D3B23DD5C318D3CE2
BC,Female,157.25,114,116.25,387.5,F1B3191A903C2537798E05994F1B62D1,892289BE21127E4663FEBFF390281499
SC,Male,115.25,102.5,117.75,335.5,434ABE2FEF9CB7EF0FE8FC7C2D9460F2,14FF9446D4DD6444A2E64A7E2E32FD55
BC,Male,108.75,65.75,68.5,243,1838F3E36A10A54F98875E2EFF6398A5,152C85291BC41EF907F9736F0F67C345
SC,Male,132,116,133.75,381.75,A32E388B91BD7772605FD418BBDCD1D7,C8F18EC192E8DCFBE1B2A0361924F217
MBC/DC,Male,99.75,88,73.25,261,06A02941D1697ED4A5BBA3EF274044C6,253B241C683A367661AB62F0E2A55307
BC,Female,149.5,131.25,129.25,410,E3805438B430455CE5864D2767BB7F17,932FE015BABCAF5FEF7893803D05233B
BC,MALE,121.5,92.75,112.5,326.75,FB5031DDCF54C09EEC9B61AA7D60FB0B,144259403F5E5EB31E01C6FE3296A0EF
BC,Male,134.75,128.75,127.75,391.25,C2CC211039B7DE81683EE8DEF5D0B6E1,59EB1D54FD5948EA2AD51F58D79DD97A
SC,Female,133.5,119,119.75,372.25,D9B8472715B66EC4B336E99F89087E83,F6049D24073769BFAC925062BADFD6B4
BC,MALE,103.25,67.75,65,236,DC3A02BC45E879627826C6F5B7B2F76B,BA4410AE582A3C594C95B6A998C1017F
BCM,Female,116.5,127,114.5,358,81B2F1BA0A47D83720C9B771BC2A8F4F,84C64BA5F19A8A6177CC2E8D337A8E33
MBC/DC,Female,155.25,122.5,113.75,391.5,56C1B47588FF4D7724ADE0145869FD3D,6FBB2D565212A706BC31CD589F90B2FD
SC,MALE,112,124.5,99,335.5,AE9A7584416F4E3D188FA0617826F2FE,D211CB42717A8FF3ABB4EFC099CEF474
SC,Male,119,118.5,114,351.5,A6B04051067E7D5B1B05F9AB967042B9,FB7B0A00104CCC165F9E4C2890BF7BA6
MBC/DC,Male,139.75,137.75,132.75,410.25,7CC9209461F1AC923765A197A0D1D546,1D1507C89E6B429DCD35137B1A680EEE
BC,Male,67.5,65,55.5,188,AAF822D1731D636DD5F30892541D0717,A15F48317587E7B18EFC49BB7A0E6A37
BC,MALE,148.75,136,131.75,416.5,F49A00E85C394FB4B0B8DE212952828D,B5528F88F8FF91610FF1E9155FB502C5
BC,Female,162.75,137.5,132.75,433,A02BCA580A932B1455449069F3DAACA5,26CADAEA4EBD1A89C2F18A6EDC82908C
BC,MALE,162.5,122.5,137,422,75D5A700E99A35A2C40A1DA713149CC8,0C471B6DAD10471D705DCD53D9F5DCB7
SC,Male,144,124,135.25,403.25,669FA26E214C96863198BA397DC44047,EB89B1219E2A4D0060FE23CFEC0A679A
MBC/DC,Female,147.75,121.25,123.5,392.5,87DCA7FFF045EFF6F9E4EB6E75BA819B,06EAD084F6BD3F41808B0C9752CE76B3
BC,Male,141.5,111,129,381.5,D4298E07428B7155F5491F4F4687DCDA,B67CCCB9AFB6CFCE0FA9B7B3D595B283
MBC/DC,FEMALE,137.5,138.5,141.5,417.5,CF8036CB95A82F821A1C40E7C910F5CE,F4DAFDA3316212424D8D2F89CA329BB2
BC,Male,140.75,126.75,131,398.5,B54C27055322047B27274C79B829CEA4,95F5C92640436BC41818B9E841302592
BC,MALE,134.25,113.5,114.75,362.5,6B0F5CC30FD10EC45CF70CFA62E085F8,2701A7D040172D474762AAC397035967
BC,FEMALE,145.25,110.75,121,377,D7B5FB2136B92C5434F7CCAE6E96C598,B2C3B1350BCA220BE2C1092D96BA3B44
BC,Male,140.5,106.25,118.25,365,5C53888531D0B8267D4D227A9AF262F9,B3A5E06AD30ED83AD1758864FDA36118
MBC/DC,Female,96.5,88.25,81,265.75,F471F071135413DB4667FCC2C3CC5845,B7DDEE8F8BFEAEB3505EC00E391A3F08
MBC/DC,Female,110,103.75,86.75,300.5,FDE1ABA4CBFDF380B91C0BFC1E0A4692,5154C72DE31CD47D21B1F78B95D60464
MBC/DC,Male,130.25,102,96.25,328.5,12BFF5189C44C09A226C1C1AB2E5E37E,F5605D51332F71A09408CD89CA2A1DD1
SC,Female,145,138.25,130,413.25,0FF76915811F5DF7DF4915057481FED9,BA27A1EB0BE4D0E94DF1B78B2E3F879C
BC,Male,100.75,77.75,75.75,254.25,6F33295D41CCDB1D488CAE778A115D68,96D7055DCF64F1BF585546FF85FE7A6B
SC,Male,121.75,111,98,330.75,11094AC7E3B6BA66C67378D19456FDA1,80FE49F1E2AC5AE2C100EC6411E595D6
MBC/DC,Female,106,100.25,92.25,298.5,2F873CB6D97004D8181894358D93E4CB,8DC50F31FAA74A9279D0CF75446CD187
MBC/DC,MALE,61,54.5,37.75,153.25,EA3983F96B0285853877FA0449EA0DDC,9FE0C14A44711AEB92D74F1FFE897702
BC,Female,117.5,122.5,137,377,B45720E514BAA754F7D86FA7C5FBB396,DFECD1FF380F1151EE2B4231910BB850
SC,Female,139.5,127.75,123.5,390.75,397EA71EFA2CFBC44798B4D6C40A83AA,9A5FF388BAA1EF45ED6AB2BFE72F837C
MBC/DC,Male,125.75,114.5,113.5,353.75,4453069A671AF8E18813C08D1B33BB80,041E140537E27338B63625968FD6CE10
SC,Male,143.75,129.5,130.5,403.75,1C07BEA0E941458ECBAE48E8225C5D38,BBC5B8BB964F673D319230E931F19A6B
BC,Male,144.5,138.25,138.5,421.25,D6E3F0A2537D67F5AB8FB18235A3794D,B7397CD948A871DB0F8F20A1BA2E26A3
BC,Male,108.5,104,96.25,308.75,4EB140FEA896B4CD2F604902D5DD3E89,D001B3E2CDB8C0E3E46F60357F6956D5
BC,MALE,126,112.75,107,345.75,BB5600EA1A47FDCE3FAD8FC39B779B51,198B1048A37729EF0F1CE611E055951B
MBC/DC,Female,117.5,77.25,90.25,285,C16B9624C143E15289731EA2B01FFEDA,17DF6B5CE9B2549AF7096ABB68F9B873
SCA,Female,104.5,99,112.75,316.25,DDF5A16E78167428A26F0A662383A58C,A64F1AD84612AA5B8B9D76A0775D5F49
SC,Male,90.5,70,83,243.5,0FA5E0C1BA990764264507B74587150A,35CF386FE1E4579BE4DA28C731C2CA02
MBC/DC,MALE,150.75,130.75,119.75,401.25,DBF0131963FFB1189C8471660AED345E,46026E07718A08A6ECE2181F362B1BC3
BC,Female,122,131,129.25,382.25,59944DAC7E814A574C8CB3DB464C04FC,CA25B65DAD98EF3540B32348747C49C9
SC,Male,96,89.25,85.25,270.5,48151E5C11410DD7E9FB956E88E2546E,CF78EB01FCCD7C1BA81DDFBCAB36CA70
SC,Male,125,106.75,96.5,328.25,495894DE3E5FBD0F9F70EB00D78D1008,79C26BCA06C27850B3AE45D741788CC4
BC,Male,140,125.25,118.5,383.75,FB05909E5A8F122E5618099D959A9293,1B675DC5E3E1C2DC1579D8F9056288E8
BC,Female,136.75,117.75,125.5,380,35CB3342625F9C83A564CDF9FE5EA979,C1A15FB630C91E30BB6313C3E89E5044
BCM,FEMALE,150.75,130.75,113,394.5,B0C332DC0C06B3A13363F53980F0EE38,A46DC5A7ECCCE84F3683E164054CCC92
MBC/DC,Female,144.25,114.75,115.5,374.5,DB4AD70FA7621B9C8AEA2323DD68F82A,4300456592A2B7F93C270B23C5CB8BC0
BC,Male,143.5,134.5,128.5,406.5,893B9BC2A54DBCCF199D46CCCEE6F452,9CC05B0785762E0728068A6C4351C716
SC,Male,128.5,114,90.25,332.75,2BF2A99B80E942BC69D72C220265E899,D0E47576D47ED2D6A44B8765C30AD62E
BC,MALE,139.25,115,111.75,366,E01D3DF9557468273382B021EF7891D2,DF38A23D8714282600097C961F0FC094
MBC/DC,Male,144.5,125.25,108.25,378,5337A8638A01D7D01D04465DC6063CDA,A5F77372C7BB5FAB82858DB3AD13ED8E
MBC/DC,Female,106.25,112.75,113.25,332.25,BEA70DE198C17943A12C979D2206F902,336009A6ED07DB4B5C3AFE67C87A2393
SC,Female,124.5,104.5,124.25,353.25,E2A4C466BB384AA8B384E484274ED509,5C473688372706093BD81610F55B5D33
MBC/DC,MALE,86.25,32.5,36.5,155.25,6959D489B5A056596D0C5177B58DDE88,8869B1A93CC19FDC5F4861ED44406A14
BC,Female,142.25,107.5,97.5,347.25,5F171F5921C5FF8DFBF1584FF05C66F0,FF31C3B4156AFC29EF45632612FA3E9D
BC,Male,155.25,126.5,128.25,410,EC374DFFD30B8C76A4B71699FEE3E706,4E3200B31C924781FFB6D4850183DA27
BC,Male,134.5,103,110.75,348.25,DA50DB5F5AC0EB1434C53863FFDC41B0,1487AFF0F379F8C32FE2EE0D4C380472
SC,MALE,121.25,97.25,98,316.5,FC8407700E520538EEAAF03F0E5B6580,74B7B4DDF3ABB404FA61B758CE88CB6B
MBC/DC,Male,110.5,116.75,115.25,342.5,E3C6E4E9CA0F8977327ECAF2AA475603,8BA1888D0964F4FEDDE8D7F48D867D63
MBC/DC,MALE,125.75,112.5,107.25,345.5,4BE34744FA09596BE67F6EFEE15A42AE,C06D84668EDA8FCECBA4AB285CFD2ADD
MBC/DC,Female,143.75,112,124.5,380.25,78BDBE6F3A3155FBD8785563D220012F,4D6F4C1D7E4C0EBB3968FE27ED2E59F1
BC,Male,130.25,103.5,107.5,341.25,BB9645F456623E63CB3A05D474F371AE,01BEA6D59D1B834C922F33D2F1C6AEBC
MBC/DC,Female,136.5,116.75,125.5,378.75,20DF87CDBF3DC79899EC1EFC53251187,811E85FADDA37AA8B6193E394D80F960
MBC/DC,Male,148.75,121.25,117.5,387.5,53D513D593F3D43E311A737FA7EA60D2,20B41FE82A428C546C7FFB784675C374
BC,MALE,130.25,128.25,112,370.5,032AA2A3AD934CFDCD8DD14D6AD48922,18653C26B62FAA816DCF0F9CE9605FF7
MBC/DC,MALE,121.5,126,122,369.5,75EA4A38FE42B71649361AD041569E85,56AFF20CBF3528F7030A717106FBD346
BC,Male,135.5,95.25,90.75,321.5,E020C6712F4B18F7BB3B3CC20E1578F4,CAD475E208A26F9C5BA53B1688890CF7
MBC/DC,Female,132.25,128,118,378.25,DCF38EE4090B87E42FE2BB15AC6D5B69,B2C352908871D3EABC4FC1C6AA852452
BC,Male,104.75,110.25,98.75,313.75,2087E08D3E7E0B8B854F9386E1CCBE13,45F301DD8B477DCA9C22F835C9D7D53A
SC,Male,57.5,82,75,214.5,E9F0019DC6DE9A30B33466B99C1EA442,3A75C186C275F4844AA0058D5D41E9D3
MBC/DC,Male,140.75,107.25,90.25,338.25,DEE7983DEA87AA0D0A7A56686A5B4B6E,CC208B560E2F2008D752EAB4B19A69BB
BC,Female,139.5,107,105.5,352,EF0065F30A41ABA61E6BC6D3D8FE0812,4841722B1A730BBF669434C2A74D3223
BC,Male,153,114.25,133,400.25,4F4E1933469C1F33C13395A6CBA0F39D,746BA4FB04D2DC8F1BCF2BEEC3ED6574
OTHERS,Female,148.75,141.5,124.5,414.75,01C4CE939F46E191E5B6B1BA67F23E9C,C02FD001A789B839141196F5B8AAF241
BC,Male,137,109.5,119,365.5,8B592738E6F25605FE1F340723538AAD,DF7A91CF6EB5686897250122207A5CF0
MBC/DC,Male,67.25,39,42.75,149,BAF4CEC67552FCF298ABB5266D6CF861,5273981E1500D9B7837FC66A931E7FF9
SC,Female,137.5,115,112.25,364.75,A510D3E063EDA2FF2E77436C3809C672,D99E2887F1133CD39283279A6A7E8C12
MBC/DC,Female,114.5,114.25,118.25,347,DA16A8458A40220309FC30D097DC772F,301A6F5D1390048285FB22589E86EBCB
SC,Female,119.75,134,118,371.75,84B12C379F28EC593A0BFF2CA3C954E7,637D3A2552C9825ED327C66AAA226E15
MBC/DC,Male,154.25,133.25,126.5,414,DF4A0455E6C06650A91A0A023ADB7A59,BCBBA88B6A835E74B72A058D6DFAC861
BC,FEMALE,162.75,123.5,120.25,406.5,995A0695B674B8C999A4A6761C745D05,150B744A422E19D1967015A676015227
BC,Male,142.25,110.75,112.25,365.25,1792933B421279AE5644B1B65E9A4072,BDE99F04FFB2DE2DB7CD7011E0BFFE01
SC,Female,118,114,104.25,336.25,0A04AC312C6B6D34A9649CF976737F9A,AA74B9B3B6082A5A6B0371FB183DCADC
MBC/DC,Male,112,123.5,123,358.5,99EC0690B9875130F477A491279DD87C,B1F7191FAF871151A51956515DCC28EA
BC,Male,157,136.5,141.25,434.75,574B3E821E6B2F7DFF5B2ABD729627BC,B69638BCA4578F08419B7612F115AF1A
MBC/DC,Female,144.75,95.25,98.25,338.25,F5C51C126B05E02C906A398CDA7E5343,65B773E7C2B69A1F4CDE91B6A5388A28
BC,Male,148.5,121,117.25,386.75,A3AD21230167E7B9D7026BFB2799F676,88F61E20ADA58B95B9383CD3CF072178
BC,Female,95.5,,,95.5,929D70372632F5E0EEA22368C26DF018,33F793F4A76D1A711A96F6630A34DAB1
MBC/DC,Female,137.25,90.25,97.25,324.75,019FECA9FE933D8F55AA5FC850B5720D,ADB33CFB5B0FA341E02C7D9DD0C9C929
BC,Male,129.75,95.25,101.5,326.5,F33FCC4ACF2AD80B0B34187A3EA4C2F3,B243183B218B27D1C0D12AFBAA20A608
MBC/DC,Female,134,92,99,325,942783B7396B6680D56D0D8232CAF2FF,D226C1B18AC21BAFDB720E92CE1D6B3A
MBC/DC,Female,163.5,129.5,115.75,408.75,4FEFB00237121C109852C226D7D713F0,E6747CEBAD091D1FB222D14FAE15AF3F
