NAME OF THE POST ,RANK(OVER ALL),MARKS ,GENDER,DATE OF BIRTH,RELIGION,COMMUNAL CATEGORY,DISABILITY,EXSERVICEMEN,DW,PSTM,SSLC YOP,HSC YOP,DIPLOMA YOP,DIPLOMA MAJOR,UG DEG YOP,UG DEG,UG MAJOR,UGL DEGEE,UGL MAJOR,BED/BLISC YOP,PG DEGREE YOP,PG DEGREE,PG MAJOR,MPHIL YOP,MPHIL MAJOR,PHD YOP,PHD MAJOR,TWT,TWE,SHT,SHE,EXPERIENCE,PREFERNTIAL QUALIFICATION ,QUALIFICATION PASSED IN TAMIL,EXAM CENTER,EXAM VENUE DETAILS ,DISTRICT AND STATE OF PERMANENT ADDRESS,DISTRICT AND STATE OF CORRESPONDENCE ADDRESS,COMMUNAL RANK,DISABILITY RANK,EXSERVICEMEN RANK ,DW RANK,SELECTION STATUS ,SELECTION CATEGORY,DEPARTMENT ALLOTTED,REGNO,APPLICATION_NO
THE POST OF DEPUTY REGISTRAR OF CO-OPERATIVE SOCIETIES IN THE TAMIL NADU CO-OPERATIVE SERVICE,148,501,FEMALE,1990,Hindu,SC,NULL,NULL,NULL,NULL,2006,2008,NULL,NULL,2012,B.E.,ELECTRONICS AND COMMUNICATION Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"THE CHINTADRIPET HIGHER. SECONDARY SCHOOL,NO.2-3 DEPUTY MAYOR KABALAMURTHY ROAD,CHINTADRIPET CHENNAI","Kancheepuram,Tamil Nadu","Kancheepuram,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_W- 1/1,NULL,033DD91AF10DBF54983B0C6817FB9D82,5C5595F93837580079417F09FEA6CA08
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,150,500.75,MALE,1993,Hindu,SC,NULL,NULL,NULL,NULL,2010,2012,NULL,NULL,2016,B.E.,ELECTRICAL AND ELECTRONICS Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"CHENNAI HIGHER SECONDARY SCHOOL,NO.1 PEELI AMMAN KOIL STREET,THARAMANI CHENNAI","Cuddalore,Tamil Nadu","Cuddalore,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 3/9,NULL,1470D05BDCFEE1C1EEEF34ABD5B312BD,AB995BA339F1464AA8FEAD5417474FE4
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,151,500.75,FEMALE,1995,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2010,2012,NULL,NULL,2018,B.D.S.,DENTAL SURGERY,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"EVERWIN MATRIC HIGHER SECONDARY SCHOOL,12-3 S J AVENUE RED HILLS ROAD,KOLATHUR CHENNAI","Chennai,Tamil Nadu","Chennai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_G- 8/10,NULL,D010627A860D6548A1146289328B5B8A,7783886A2C2294A725F9FA4DA4FF97DF
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,152,500.5,MALE,1983,Hindu,BC(OBCM),NULL,NULL,NULL,PSTM,1999,2001,NULL,NULL,2018,B.A.,HISTORY,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"N.K.T NATIONAL GIRLS HR SEC SCHOOL,41 DR. BESANT ROAD,TRIPLICANE CHENNAI","Chennai,Tamil Nadu","Chennai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,GT_G_PSTM- 1/4,NULL,ABF24EB0A898F1CB6D5537DE5B57B735,DF0192F54716BBE0581FC12543574CD5
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,155,500.25,MALE,1993,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2009,2011,NULL,NULL,2015,B.E.,ELECTRICAL AND ELECTRONICS Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"BENTINCK HIGHER SECONDARY SCHOOL FOR GIRLS,46 47 JERAMIAH ROAD,VEPERY CHENNAI","Villupuram,Tamil Nadu","Villupuram,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_G- 9/10,NULL,623413076D60339BC5919FA18E7770A7,F0BA47D15D3334C455D8578C25E77341
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,156,500.25,FEMALE,1994,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2009,2011,NULL,NULL,2015,B.E.,Computer Science and Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"EVERWIN MATRIC HIGHER SECONDARY SCHOOL,12-3 S J AVENUE RED HILLS ROAD,KOLATHUR CHENNAI","Salem,Tamil Nadu","Salem,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_G- 10/10,NULL,46C67B400E866B368BB98228065AA26A,D239DDEA9CDC5FD1F393C00423F92028
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,157,500,MALE,1984,Hindu,MBC/DC,NULL,NULL,NULL,PSTM,1999,2001,NULL,NULL,2017,B.A.,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,MASKED FOR PRIVACY PROTECTION,NULL,Chennai,"N.K.T NATIONAL GIRLS HR SEC SCHOOL,41 DR. BESANT ROAD,TRIPLICANE CHENNAI","Thirunelveli,Tamil Nadu","Thirunelveli,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,GT_G_PSTM- 2/4,NULL,D3B06DD988719DAA6E294C5693E00F3C,A0A6B6D40DF10818598DEABCA316EA41
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,158,500,FEMALE,1991,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2007,2009,NULL,NULL,2013,B.Com.,NULL,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,2014,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEGREE IN COMMERCE,NULL,Chennai,"ANNA ADARSH MATRIC HR SEC SCHOOL,5042A 9TH MAIN ROAD SHANTHI COLONY ANNA NAGAR,ANNA NAGAR CHENNAI","Chennai,Tamil Nadu","Chennai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_W- 1/5,NULL,8A04D79905D09E596B2E3E3034F2753A,9A8DB1B0E3898F97DE17785EE6C3F00D
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,166,498.75,FEMALE,1983,Hindu,MBC/DC,NULL,NULL,NULL,NULL,1998,2000,NULL,NULL,MASKED FOR PRIVACY PROTECTION,B.E.,Computer Science and Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"SRM NIGHTINGALE MATRIC HR SEC SCHOOL,68 THAMBIAH ROAD,WEST MAMBALAM CHENNAI","Sivagangai,Tamil Nadu","Sivagangai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_W- 2/5,NULL,F7182394109A49BD5B8E23C13A9E9E40,B3BD240D1603E1935C088E2706EA4191
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,167,498.75,MALE,1984,Hindu,SC,NULL,NULL,NULL,NULL,1999,2001,NULL,NULL,MASKED FOR PRIVACY PROTECTION,B.Sc.,AGRICULTURE,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"P.S MAIN HIGHER SEC SCHOOL,NO.215 RAMAKRISHNA MUTT ROAD MYLOPORE,CHENNAI","Tiruchirapalli,Tamil Nadu","Tiruchirapalli,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 4/9,NULL,E68C8BE39916C3BEA27FEFDEA4707D40,58F98C169A12561C06B97894B024DBC8
THE POST OF ASSISTANT COMMISSIONER (C.T.) IN THE TAMIL NADU COMMERCIAL TAXES SERVICE,171,498.5,FEMALE,MASKED FOR PRIVACY PROTECTION,Hindu,BC(OBCM),NULL,NULL,NULL,PSTM,2013,2015,NULL,NULL,2018,B.Sc.,MATHEMATICS,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"AVVAI HOME TVR GIRLS HR SEC SCHOOL,31 BESENT AVENUE ROAD ADYAR,CHENNAI","Tiruppur,Tamil Nadu","Tiruppur,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G_PSTM- 1/1,NULL,01545A2C72263EB03A079AC8F0A161F1,51B841A81BA35A591A3CF32AEAB9AD2C
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,172,498.25,MALE,1990,Hindu,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,2005,2007,NULL,NULL,2011,B.E.,ELECTRONICS AND COMMUNICATION Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"EVERWIN MATRIC HIGHER SECONDARY SCHOOL,12-3 S J AVENUE RED HILLS ROAD,KOLATHUR CHENNAI","Namakkal,Tamil Nadu","Namakkal,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 5/9,NULL,590A2FDF191357A6672EEDDFF457FA57,E707FEA92F653D7959C6963FC1F63603
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,174,497.75,MALE,1990,Hindu,SC,NULL,NULL,NULL,NULL,2005,2007,NULL,NULL,2011,B.TECH.,Information Technology Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"CHENNAI HIGHER SECONDARY SCHOOL,NO.1 PALAVOYAL SALAI,AYANAVARAM CHENNAI","Coimbatore,Tamil Nadu","Coimbatore,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 6/9,NULL,325733378637EF6EFEF1198FB0A901A9,65F76B46FB2ED12A470800DE2B1537C9
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,177,497.5,FEMALE,1994,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2010,2012,NULL,NULL,2016,B.E.,civil engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"PRESIDENCY MODEL GIRLS HIGHER SECONDARY SCHOOL,GENGUREDDY STREET,EGMORE CHENNAI","Erode,Tamil Nadu","Erode,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_W- 3/5,NULL,88A4E68409E2F081833ACC2417C044C5,341AB669A83DF01159578999B391FD48
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,179,497.25,FEMALE,1991,Hindu,SC,NULL,NULL,NULL,NULL,2006,2008,NULL,NULL,2012,B.TECH.,Information Technology,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,2014,M.E.,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"ANNA ADARSH MATRIC HR SEC SCHOOL,5042A 9TH MAIN ROAD SHANTHI COLONY ANNA NAGAR,ANNA NAGAR CHENNAI","Kancheepuram,Tamil Nadu","Kancheepuram,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 7/9,NULL,952972DEB03A01524F3E2B8FCCA5F35B,2950E78C5937027A4BD2B83D5B286A8A
THE POST OF ASSISTANT COMMISSIONER (C.T.) IN THE TAMIL NADU COMMERCIAL TAXES SERVICE,185,495.75,FEMALE,1985,Hindu,BC(OBCM),NULL,NULL,NULL,PSTM,2001,2004,NULL,NULL,2009,B.S.M.S,SIDDHA MEDICINE,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,2014,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"DONBOSCO MATRICULATION HIGHER SECONDARY SCHOOL,CHURCH ROAD SRINIVASA NAGAR,KOLATHUR CHENNAI","Chennai,Tamil Nadu","Chennai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_W_PSTM- 1/1,NULL,0942B8B7DC97BBC6F5DD3F86D64186BF,F3E510993AB10FA22E031861CF341DC8
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,186,495.75,MALE,1989,HINDU,MBC/DC,NULL,NULL,NULL,PSTM,2004,2006,NULL,NULL,2018,B.A.,HISTORY,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"SAVITHRI AMMAL ORIENTAL HR SEC SCHOOL,84 ROYAPETTAH HIGH ROAD,MYLAPORE CHENNAI","Virudhunagar,Tamil Nadu","Chennai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,GT_G_PSTM- 3/4,NULL,4CBBA0D5B02905082843D90D21994B5A,462E9D663E1CD302B1D1A0B53D436FE0
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,187,495.75,FEMALE,1992,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2007,2009,NULL,NULL,2013,B.E.,ELECTRONICS AND COMMUNICATION Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"GOVT HIGHER SECONDARY SCHOOL,P BLOCK M M D A COLONY,ARUMBAKKAM CHENNAI","Villupuram,Tamil Nadu","Villupuram,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_W- 4/5,NULL,2EB63331AE6F97725B757A1FBCE718E0,779A7EB64FAF115572506BFBACFAB826
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,188,495.75,MALE,1993,Hindu,BC(OBCM),NULL,NULL,NULL,PSTM,2008,2010,NULL,NULL,2017,B.A.,History,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"SRM NIGHTINGALE MATRIC HR SEC SCHOOL,68 THAMBIAH ROAD,WEST MAMBALAM CHENNAI","Madurai,Tamil Nadu","Madurai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,GT_G_PSTM- 4/4,NULL,DE98DCF0CE71887AEBE61D57BEAFE759,F3F7EAE64955FC9BDB447010240B9C97
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,192,495.5,MALE,1993,Christian,BC(OBCM),NULL,NULL,NULL,PSTM,2008,2010,NULL,NULL,2014,B.E.,Mechanical Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"VALLIAMMAL MATRIC HIGHER SECONDARY SCHOOL,F-40 1ST MAIN ROAD,ANNANAGAR EAST CHENNAI","Kanniyakumari,Tamil Nadu","Kanniyakumari,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G_PSTM- 1/5,NULL,8F7FF4F5D135E2A4979E58AA74F2F83D,DC1FD6BF66A941D2A4823F4735F4B48D
THE POST OF DISTRICT EMPLOYMENT OFFICER IN THE TAMIL NADU GENERAL SERVICE,194,494.75,FEMALE,1991,Hindu,SC,NULL,NULL,NULL,NULL,2007,2009,NULL,NULL,2013,B.Sc.,AGRICULTURE,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,2016,M.Sc.,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"GOVT HIGHER SECONDARY SCHOOL,P BLOCK M M D A COLONY,ARUMBAKKAM CHENNAI","Krishnagiri,Tamil Nadu","Krishnagiri,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_W- 1/1,NULL,C5D305286CDD94567501357A005921A9,E22644FF855115DBE33B57FBE3965738
THE POST OF DEPUTY COLLECTOR IN THE TAMIL NADU CIVIL SERVICE,201,493.75,FEMALE,1992,Hindu,MBC/DC,NULL,NULL,NULL,PSTM,2007,2009,NULL,NULL,2017,B.A.,HISTORY,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"CSI NORTHWICK GIRLS HR SEC SCHOOL,20 SHAIK MAISTHRI STRRET,ROYAPURAM CHENNAI","Kancheepuram,Tamil Nadu","Kancheepuram,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_W_PSTM- 1/1,NULL,DAFE7CD96D39DD095D7070C9C0386151,924427CF863C04C2C18AF2C186B841C4
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,204,493.5,FEMALE,1993,Hindu,MBC/DC,NULL,NULL,NULL,NULL,2008,2010,NULL,NULL,2014,B.E.,ELECTRONICS AND COMMUNICATION Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"N.K.T NATIONAL GIRLS HR SEC SCHOOL,41 DR. BESANT ROAD,TRIPLICANE CHENNAI","Vellore,Tamil Nadu","Vellore,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,MBC/DC_W- 5/5,NULL,58CE2DB60C5BED40084393E842BDBBAA,3A74BDBC5EAD5C6060A43F236E2D88AC
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,215,492.25,MALE,1991,Hindu,BC(OBCM),NULL,NULL,NULL,PSTM,2006,2008,NULL,NULL,2017,B.A.,history,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"MUSLIM HR SEC SCHOOL,278 TRIPLICANE HIGH ROAD,TRIPLICANE CHENNAI","Madurai,Tamil Nadu","Madurai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G_PSTM- 2/5,NULL,9A89CE5FD8A06958DC175E8E9832C0DE,D868DBF72C3555670DD72666EE1342CE
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,220,490.75,FEMALE,1995,Hindu,SC,NULL,NULL,NULL,NULL,2010,2012,NULL,NULL,2016,B.E.,MECHANICAL ENGINEERING,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"DONBOSCO MATRICULATION HIGHER SECONDARY SCHOOL,CHURCH ROAD SRINIVASA NAGAR,KOLATHUR CHENNAI",MASKED FOR PRIVACY PROTECTION,"Thanjavur,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 8/9,NULL,24A04EFE65B8D2407112DCB8444D8460,661897860E71E7292759CA33B9940E1E
THE POST OF ASSISTANT DIRECTOR OF RURAL DEVELOPMENT IN THE TAMIL NADU PANCHAYAT DEVELOPMENT SERVICE,222,490.5,FEMALE,1994,Hindu,BC(OBCM),MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,2010,2012,NULL,NULL,2016,B.E.,Computer Science and Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"SAVITHRI AMMAL ORIENTAL HR SEC SCHOOL,84 ROYAPETTAH HIGH ROAD,MYLAPORE CHENNAI","Salem,Tamil Nadu","Salem,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,GT_W_ORTHO- 1/1,NULL,B3ECF0E9C3CAC923EEDF9B434F3A4F84,3EBF8E1F57A7329812CC939D828B06BD
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,225,490,MALE,1986,Hindu,BC(OBCM),NULL,NULL,NULL,PSTM,2002,2004,NULL,NULL,2008,B.A.,economics,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,2011,M.A.,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,DEGREE IN ECONOMICS,NULL,Chennai,"JAIGOPAL GARODIA MATRIC HIGHER SECONDARY SCHOOL,7TH STREET SRP COLONY,PERAVALLUR CHENNAI","Salem,Tamil Nadu","Salem,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BC(OBCM)_G_PSTM- 3/5,NULL,23E6B81012658AEABB9263A30638A767,862C4BA5CB160E7AFEEEDF99E541D414
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,226,490,FEMALE,1987,Hindu,SC,NULL,NULL,NULL,NULL,2002,2004,NULL,NULL,2009,B.E.,ELECTRICAL AND ELECTRONICS Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"THE CHINTADRIPET HIGHER. SECONDARY SCHOOL,NO.2-3 DEPUTY MAYOR KABALAMURTHY ROAD,CHINTADRIPET CHENNAI","Cuddalore,Tamil Nadu","Cuddalore,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SC_G- 9/9,NULL,67300D0C5F653FB5486A5AAEAA34EF66,06CB8D6AB0DB29FE2069965A417EDC60
THE POST OF ASSISTANT COMMISSIONER (C.T.) IN THE TAMIL NADU COMMERCIAL TAXES SERVICE,228,489.75,FEMALE,1990,Muslim,BCM,NULL,NULL,NULL,PSTM,2006,2008,NULL,NULL,2013,B.A.,Tamil,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"MUSLIM HR SEC SCHOOL,278 TRIPLICANE HIGH ROAD,TRIPLICANE CHENNAI","Madurai,Tamil Nadu","Madurai,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,BCM_G_PSTM- 1/1,NULL,41CB13375A38C3A88FE9EA3D9D7B357E,188EEDF30046DA86DC593D5D92E1FDAC
THE POST OF DEPUTY SUPERINTENDENT OF POLICE (CATEGORY-I) IN THE TAMIL NADU POLICE SERVICE,233,488.75,FEMALE,1991,HINDU,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,2007,2009,NULL,NULL,2013,B.E.,ELECTRONICS AND COMMUNICATION Engineering,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"SRI.R.K.M.VIVEKANANDA CENTENARY GIRLS HSS,2 SARAVANA STREET,MINT CHENNAI","Virudhunagar,Tamil Nadu","Virudhunagar,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,SCA_W- 1/1,NULL,F5AD35F38548E231BEB81B2EA1C9E9C4,AEEBC6D41F86B3676C8153AF0F1C1225
THE POST OF DEPUTY REGISTRAR OF CO-OPERATIVE SOCIETIES IN THE TAMIL NADU CO-OPERATIVE SERVICE,234,488.75,FEMALE,1995,Hindu,BC(OBCM),NULL,NULL,NULL,PSTM,2011,2013,NULL,NULL,2017,B.A.,HISTORY,MASKED FOR PRIVACY PROTECTION,MASKED FOR PRIVACY PROTECTION,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,NULL,Chennai,"CSI NORTHWICK GIRLS HR SEC SCHOOL,20 SHAIK MAISTHRI STRRET,ROYAPURAM CHENNAI","Erode,Tamil Nadu","Erode,Tamil Nadu",NULL,NULL,NULL,NULL,SELECTED,GT_G_PSTM- 1/1,NULL,7C657B57F9377265AB24157C38968766,3111B21B25538EDFE47F0428EC7ACB5A
